Student ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
501;1;8;3;6;1;1;1;22;28;10;10;1;0;0;1;0;0;20;0;0;5;13;3;11.333333333333334;2;0;5;8;5;12.6;0;9.4;-0.8;-3.12;Enrolled
502;1;8;2;11;1;1;1;23;28;10;10;1;0;0;1;0;0;18;0;0;6;6;6;12.666666666666666;0;0;6;7;5;14.6;0;11.1;0.6;2.02;Graduate
503;1;1;1;5;1;1;1;1;1;5;5;0;0;0;0;0;0;18;0;1;6;10;5;12.2;1;0;6;11;4;10.833333333333334;0;13.9;-0.3;0.79;Enrolled
504;1;4;2;6;1;3;1;3;3;2;2;0;0;0;0;0;0;28;0;0;5;9;1;12.0;1;0;4;10;0;0.0;4;10.8;1.4;1.74;Dropout
505;1;1;2;12;1;1;1;22;1;8;8;1;0;0;1;0;1;18;0;0;8;12;7;11.721428571428572;0;0;8;12;7;11.721428571428572;0;12.7;3.7;-1.7;Graduate
506;1;12;1;12;1;12;1;22;28;23;34;0;0;0;1;0;0;27;0;0;7;12;4;14.0;0;0;7;14;3;12.525;0;12.4;0.5;1.79;Enrolled
507;1;12;1;1;1;1;1;3;1;3;5;0;0;0;1;0;0;26;0;0;7;9;7;14.75;0;0;7;12;5;13.8;3;16.2;0.3;-0.92;Enrolled
508;1;1;2;15;1;1;1;13;1;10;4;1;0;0;1;0;0;18;0;0;6;6;6;12.666666666666666;0;0;6;6;6;13.666666666666666;0;12.7;3.7;-1.7;Graduate
509;1;1;1;8;1;1;1;5;5;3;3;0;0;0;1;0;0;18;0;0;5;12;4;13.0;2;0;5;6;5;14.0;0;9.4;-0.8;-3.12;Dropout
510;1;1;2;9;1;1;1;1;14;5;7;0;1;0;1;0;0;21;0;0;5;6;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout
511;1;1;2;5;1;1;1;4;1;3;4;1;0;0;1;0;0;18;0;0;6;8;4;10.75;0;0;6;9;0;0.0;0;9.4;-0.8;-3.12;Enrolled
512;2;12;1;3;0;1;1;19;24;13;13;0;0;0;0;0;0;32;0;0;5;5;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74;Dropout
513;1;12;2;14;1;1;1;19;24;1;1;0;0;0;1;0;0;28;0;0;5;6;4;12.5;0;0;5;7;4;11.75;0;7.6;2.6;0.32;Graduate
514;1;12;1;17;0;1;1;22;14;10;3;0;0;0;0;0;0;40;0;0;4;4;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7;Dropout
515;2;9;2;3;0;1;1;22;27;10;11;0;0;1;0;0;0;39;0;0;5;5;0;0.0;0;0;4;4;0;0.0;0;9.4;-0.8;-3.12;Dropout
516;2;9;2;10;1;1;1;22;27;10;11;0;0;1;0;0;0;39;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
517;2;12;1;4;1;1;1;22;14;10;5;0;0;0;1;0;0;50;0;0;6;7;6;12.5;0;0;6;15;5;12.4;0;8.9;1.4;3.51;Graduate
518;1;8;2;16;1;1;1;1;1;10;5;1;0;0;1;0;0;23;0;0;6;10;5;12.8;0;0;6;9;3;11.666666666666666;0;10.8;1.4;1.74;Dropout
519;4;12;1;3;0;12;1;19;24;1;1;0;0;0;1;0;0;48;0;0;6;11;1;10.0;0;0;6;11;1;11.0;0;9.4;-0.8;-3.12;Dropout
520;1;8;2;16;1;1;1;22;27;10;10;1;0;0;1;0;0;23;0;0;6;11;4;11.25;0;0;6;10;5;10.2;0;7.6;2.6;0.32;Dropout
521;1;1;6;12;1;1;1;22;1;6;6;1;0;0;1;0;1;18;0;0;8;8;7;12.61;0;0;8;8;7;12.61;0;10.8;1.4;1.74;Graduate
522;1;8;1;8;1;1;1;3;14;3;10;0;0;0;1;0;0;18;0;0;5;14;2;12.0;2;0;5;6;5;12.6;0;9.4;-0.8;-3.12;Graduate
523;1;6;1;10;1;1;12;3;27;3;9;1;0;0;0;0;0;20;1;0;6;9;5;13.0;0;0;6;7;6;13.5;0;13.9;-0.3;0.79;Graduate
524;1;9;3;6;1;1;18;1;1;10;10;1;0;0;1;0;1;18;1;0;5;9;4;12.0;0;0;5;8;5;13.0;0;10.8;1.4;1.74;Graduate
525;1;1;1;13;1;1;18;5;3;2;2;1;0;0;1;0;0;18;1;0;7;8;4;12.0;0;0;8;8;0;0.0;0;16.2;0.3;-0.92;Dropout
526;1;14;1;7;1;1;1;1;1;10;4;0;0;0;1;1;0;31;0;0;5;12;1;12.0;0;0;5;9;1;11.0;4;16.2;0.3;-0.92;Dropout
527;1;12;1;7;1;12;1;13;14;6;4;1;0;0;1;1;0;24;0;0;5;9;1;12.0;0;0;5;6;3;10.5;0;10.8;1.4;1.74;Enrolled
528;1;12;1;2;1;1;1;3;1;3;11;1;0;0;1;1;0;24;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Graduate
529;1;12;1;9;1;1;1;22;27;10;10;0;0;1;0;1;0;26;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout
530;1;1;1;8;1;1;1;3;3;3;3;1;0;1;1;1;0;18;0;0;6;11;5;13.625;0;0;6;9;4;11.75;0;16.2;0.3;-0.92;Dropout
531;1;8;1;9;1;1;1;22;27;5;8;0;0;0;1;1;1;19;0;0;5;12;3;11.666666666666666;0;0;5;10;3;11.666666666666666;0;12.7;3.7;-1.7;Enrolled
532;1;8;1;14;1;1;1;13;27;10;9;1;0;0;1;1;0;22;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout
533;1;1;2;12;1;1;1;4;2;3;4;1;0;0;1;1;0;18;0;0;8;8;7;11.69;0;0;8;8;7;11.69;0;10.8;1.4;1.74;Graduate
534;1;15;1;5;1;14;1;1;14;5;8;0;0;1;0;1;0;20;0;0;6;11;0;0.0;6;0;6;12;0;0.0;12;16.2;0.3;-0.92;Dropout
535;1;15;1;2;1;14;1;4;4;3;3;0;0;0;1;1;0;25;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Graduate
536;1;14;1;17;0;1;1;3;3;5;5;1;0;0;1;1;0;24;0;0;5;10;4;11.5;0;0;5;11;5;11.285714285714286;0;13.9;-0.3;0.79;Graduate
537;1;12;1;7;1;1;1;3;3;5;5;1;0;0;1;1;0;27;0;0;5;10;1;14.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout
538;1;8;1;11;1;1;1;3;14;5;5;0;0;0;1;1;0;21;0;0;6;7;5;11.0;0;0;6;7;5;12.4;0;15.5;2.8;-4.06;Graduate
539;1;15;1;4;1;14;1;13;28;4;10;1;0;0;1;1;0;21;0;0;6;7;6;12.857142857142858;0;0;6;6;6;13.166666666666666;0;12.4;0.5;1.79;Graduate
540;1;9;3;15;1;1;1;13;1;10;10;1;0;0;1;1;0;19;0;0;6;9;4;12.5;0;0;6;6;6;11.333333333333334;0;10.8;1.4;1.74;Dropout
541;1;12;1;12;1;1;1;13;14;6;6;0;0;0;1;1;0;28;0;0;7;7;7;14.528571428571428;0;0;8;11;8;15.018181818181818;0;16.2;0.3;-0.92;Graduate
542;1;1;1;9;1;1;1;13;14;6;8;0;0;0;1;1;0;20;0;0;5;8;5;10.0;0;0;5;10;2;12.0;0;7.6;2.6;0.32;Enrolled
543;1;15;1;4;1;14;1;1;14;5;11;0;0;0;1;1;1;21;0;0;6;8;6;13.0;0;0;6;10;6;12.625;0;15.5;2.8;-4.06;Graduate
544;1;1;1;12;1;1;1;1;1;6;4;0;0;0;1;1;1;18;0;0;7;7;7;15.957142857142856;0;0;8;9;8;15.188888888888888;0;16.2;0.3;-0.92;Graduate
545;1;8;2;7;1;1;1;13;1;10;11;1;0;0;1;1;1;18;0;0;5;6;5;13.2;0;0;5;8;5;12.6;0;8.9;1.4;3.51;Enrolled
546;1;1;2;9;1;1;1;13;1;6;11;0;0;0;1;1;0;20;0;0;5;9;4;10.2;0;0;5;6;3;11.0;0;15.5;2.8;-4.06;Enrolled
547;1;12;1;7;1;15;1;1;1;6;11;0;0;0;1;1;0;25;0;2;5;6;5;14.2;0;1;5;5;2;13.5;0;16.2;0.3;-0.92;Enrolled
548;1;1;1;14;1;1;1;23;14;6;7;0;0;1;1;1;0;22;0;0;6;8;6;12.625;0;0;6;11;2;14.5;0;11.1;0.6;2.02;Enrolled
549;1;1;1;12;1;1;1;22;27;10;10;0;0;0;1;1;0;18;0;0;8;11;6;13.496666666666668;1;0;8;11;6;13.496666666666668;1;9.4;-0.8;-3.12;Enrolled
550;1;8;2;9;1;1;1;13;28;10;8;1;0;0;1;1;0;19;0;0;5;8;5;13.25;0;0;5;8;5;11.0;0;13.9;-0.3;0.79;Graduate
551;1;1;5;7;1;1;1;10;14;5;6;1;0;0;1;1;0;19;0;0;5;12;3;12.0;0;0;5;10;3;12.0;0;12.4;0.5;1.79;Dropout
552;1;12;1;15;1;12;1;13;1;8;10;1;0;1;0;1;0;25;0;0;6;10;4;13.0;0;0;6;9;4;13.75;0;12.7;3.7;-1.7;Dropout
553;1;14;1;5;1;1;1;10;10;2;11;0;0;1;1;1;0;21;0;5;11;12;9;11.77777777777778;0;3;8;11;3;13.666666666666666;0;15.5;2.8;-4.06;Dropout
554;1;8;3;7;1;1;1;1;2;4;3;1;0;0;1;1;0;19;0;0;5;10;2;11.0;0;0;6;10;0;0.0;0;11.1;0.6;2.02;Dropout
555;1;8;2;9;1;1;1;1;1;5;5;0;0;0;1;1;0;20;0;0;5;14;0;0.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;Dropout
556;1;15;1;4;1;14;1;3;2;3;3;0;0;0;1;1;0;25;0;9;14;16;14;12.428571428571429;0;3;9;13;6;10.857142857142858;0;15.5;2.8;-4.06;Dropout
557;1;8;1;9;1;1;1;13;1;8;5;1;0;0;1;1;0;20;0;0;5;8;3;11.0;0;0;5;11;3;12.0;0;10.8;1.4;1.74;Enrolled
558;1;1;1;2;1;1;1;22;27;10;10;1;0;0;1;1;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
559;1;15;1;11;1;14;1;24;29;32;44;1;0;1;1;1;0;23;0;0;6;12;3;11.5;0;0;6;12;3;10.666666666666666;0;8.9;1.4;3.51;Enrolled
560;1;13;1;12;1;1;1;1;3;10;11;1;0;0;1;1;0;23;0;0;8;8;8;12.5075;0;0;8;8;8;12.5075;0;9.4;-0.8;-3.12;Graduate
561;1;17;1;4;1;16;1;3;28;20;30;0;0;0;1;1;0;21;0;7;12;18;11;12.090909090909092;0;5;12;14;11;12.0;0;8.9;1.4;3.51;Graduate
562;1;1;1;8;1;1;1;1;1;4;4;1;0;0;1;1;0;20;0;0;5;14;2;11.0;3;0;5;9;3;12.666666666666666;0;9.4;-0.8;-3.12;Enrolled
563;1;12;1;17;0;1;1;1;1;5;11;0;0;0;1;1;0;25;0;0;5;13;1;10.0;0;0;5;8;2;11.333333333333334;0;12.4;0.5;1.79;Dropout
564;1;1;1;8;1;1;1;13;28;10;10;1;0;0;1;1;0;18;0;0;6;6;6;13.5;0;0;6;9;5;13.2;0;8.9;1.4;3.51;Graduate
565;1;1;6;5;1;6;1;1;1;10;10;1;0;0;1;1;0;22;0;0;6;6;6;14.166666666666666;0;0;6;8;6;13.625;0;10.8;1.4;1.74;Graduate
566;1;12;1;14;1;1;1;13;14;4;10;0;0;0;1;1;0;27;0;0;6;7;6;14.0;0;0;6;7;6;14.714285714285714;0;8.9;1.4;3.51;Graduate
567;1;12;1;4;1;12;1;4;1;3;5;0;0;0;1;1;0;25;0;0;3;4;0;0.0;0;0;3;5;0;0.0;0;16.2;0.3;-0.92;Dropout
568;1;8;4;7;1;1;1;19;26;1;6;1;0;0;1;1;0;18;0;0;5;9;3;11.666666666666666;0;0;5;10;3;11.333333333333334;4;7.6;2.6;0.32;Dropout
569;1;8;1;6;1;1;1;23;14;9;9;0;0;0;1;1;0;20;0;0;5;7;5;14.6;1;0;5;5;5;14.2;0;12.7;3.7;-1.7;Graduate
570;1;12;1;4;1;1;1;3;4;3;3;0;0;0;1;1;0;27;0;0;6;10;5;13.0;0;0;6;13;5;11.5;0;16.2;0.3;-0.92;Graduate
571;1;1;1;3;0;1;1;1;1;10;10;0;0;0;1;1;0;20;0;0;6;7;6;12.166666666666666;0;0;6;9;6;12.0;0;7.6;2.6;0.32;Graduate
572;1;1;1;9;1;1;1;23;27;10;10;1;0;0;1;1;0;22;0;0;5;9;0;0.0;0;0;5;5;1;12.0;0;7.6;2.6;0.32;Dropout
573;1;8;6;7;1;1;1;13;3;6;11;1;0;0;1;1;0;19;0;0;5;10;3;10.5;0;0;5;11;3;10.8;0;12.4;0.5;1.79;Dropout
574;1;1;6;9;1;1;1;3;14;5;6;0;0;0;1;1;0;20;0;0;5;14;3;12.4;0;0;5;8;5;10.833333333333334;0;13.9;-0.3;0.79;Enrolled
575;1;14;4;2;1;1;1;13;10;10;11;0;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Graduate
576;2;12;1;6;1;7;1;1;1;5;5;1;0;0;0;1;0;29;0;0;5;12;0;0.0;4;0;5;8;0;0.0;1;9.4;-0.8;-3.12;Dropout
577;1;1;2;12;1;1;1;3;1;10;10;0;0;0;1;1;0;19;0;0;8;8;7;13.828571428571427;0;0;8;8;7;13.828571428571427;0;12.7;3.7;-1.7;Graduate
578;1;12;2;17;0;1;1;13;27;10;9;1;0;0;1;0;1;28;0;0;5;7;5;10.6;0;0;5;6;5;10.2;0;9.4;-0.8;-3.12;Enrolled
579;2;1;1;10;1;1;1;22;27;6;6;0;0;0;1;0;0;20;0;0;6;7;6;11.5;0;0;6;6;6;11.666666666666666;0;7.6;2.6;0.32;Graduate
580;1;1;4;5;1;1;1;22;27;10;9;1;0;0;1;0;0;20;0;0;6;6;4;13.5;0;0;6;8;6;13.625;0;10.8;1.4;1.74;Graduate
581;1;12;1;3;0;1;1;19;5;1;2;1;0;0;1;0;0;31;0;0;6;12;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32;Dropout
582;1;8;5;12;1;1;1;10;1;6;6;1;0;0;1;0;0;18;0;0;7;8;7;12.5375;0;0;8;9;7;12.614285714285714;0;13.9;-0.3;0.79;Graduate
583;1;8;1;14;1;1;1;1;14;9;8;1;0;0;1;0;0;19;0;0;6;6;6;14.833333333333334;0;0;6;8;6;13.285714285714286;0;8.9;1.4;3.51;Enrolled
584;1;1;1;9;1;1;1;22;28;10;9;1;0;0;1;0;0;18;0;0;5;10;4;12.0;0;0;5;9;4;12.8;0;13.9;-0.3;0.79;Graduate
585;1;8;1;11;1;1;1;22;27;8;8;0;0;0;1;0;0;19;0;0;6;8;5;11.8;0;0;6;8;5;11.6;0;10.8;1.4;1.74;Graduate
586;1;1;1;9;1;1;1;1;14;4;4;0;0;0;1;0;1;18;0;0;5;5;5;15.0;0;0;5;5;5;15.2;0;12.7;3.7;-1.7;Graduate
587;1;8;1;6;1;1;1;23;14;12;12;0;0;0;1;0;0;19;0;0;5;7;3;12.0;0;0;5;7;5;13.2;0;7.6;2.6;0.32;Graduate
588;1;8;1;15;1;1;1;23;28;10;9;1;0;0;1;0;1;18;0;0;6;6;6;12.833333333333334;0;0;6;7;6;12.285714285714286;0;15.5;2.8;-4.06;Graduate
589;1;1;3;11;1;1;1;22;27;10;4;1;0;0;1;0;0;19;0;0;6;12;6;11.666666666666666;0;0;6;14;3;12.0;0;7.6;2.6;0.32;Graduate
590;1;1;4;13;1;1;1;22;1;6;5;0;0;0;1;0;0;19;0;0;7;9;7;12.1625;0;0;8;8;8;13.825;0;13.9;-0.3;0.79;Graduate
591;1;1;2;14;1;1;1;13;1;10;4;1;0;0;1;0;0;18;0;0;6;6;6;13.833333333333334;0;0;6;11;6;14.555555555555555;0;10.8;1.4;1.74;Graduate
592;1;1;1;12;1;1;1;3;14;3;9;0;0;0;1;0;0;19;0;0;7;12;4;12.45;0;0;7;11;5;11.7;0;16.2;0.3;-0.92;Enrolled
593;1;15;1;14;1;14;1;22;1;10;5;0;0;0;1;0;1;20;0;2;6;9;6;12.125;0;2;6;7;6;13.571428571428571;0;11.1;0.6;2.02;Graduate
594;1;8;1;14;1;1;1;1;14;5;9;1;0;0;1;0;0;20;0;0;6;8;5;13.4;0;0;6;10;4;13.0;0;12.7;3.7;-1.7;Enrolled
595;1;8;1;4;1;1;1;22;27;5;7;0;0;1;1;0;0;20;0;0;6;8;6;13.333333333333334;0;0;6;8;5;14.0;0;11.1;0.6;2.02;Enrolled
596;1;12;1;17;0;3;1;22;27;10;10;0;0;0;1;0;0;29;0;10;15;15;11;11.454545454545457;0;9;13;16;11;11.545454545454543;0;10.8;1.4;1.74;Dropout
597;1;8;1;16;1;1;1;23;10;8;1;0;0;0;0;0;1;20;0;0;6;10;4;12.0;0;0;6;14;3;10.0;0;7.6;2.6;0.32;Dropout
598;4;12;1;16;1;1;1;22;1;10;11;0;0;1;0;0;0;31;0;0;7;8;6;12.666666666666666;0;0;7;9;5;12.6;0;8.9;1.4;3.51;Dropout
599;1;8;1;14;1;1;1;13;27;8;5;0;1;0;1;0;0;20;0;0;6;7;6;12.666666666666666;0;0;6;9;6;13.77777777777778;0;10.8;1.4;1.74;Graduate
600;1;8;1;4;1;1;1;23;27;10;10;1;0;0;1;0;0;21;0;12;18;22;18;11.88888888888889;1;11;13;13;13;11.461538461538462;0;15.5;2.8;-4.06;Graduate
601;1;4;1;8;1;3;1;13;28;10;10;1;0;0;1;0;0;23;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
602;1;8;5;5;1;1;1;13;28;6;8;0;0;1;0;0;0;21;0;0;6;6;4;13.0;0;0;6;8;4;11.6;0;10.8;1.4;1.74;Dropout
603;1;4;1;12;1;15;1;1;1;10;5;0;0;0;1;0;0;24;0;4;7;7;7;16.885714285714283;0;3;8;9;8;15.744444444444444;0;16.2;0.3;-0.92;Graduate
604;1;12;1;3;0;1;1;1;1;5;5;0;0;0;1;0;0;27;0;0;6;6;6;12.5;0;1;6;6;6;12.333333333333334;0;15.5;2.8;-4.06;Graduate
605;1;1;1;12;1;1;1;1;27;4;9;0;0;0;1;0;1;18;0;0;7;9;7;13.055555555555555;0;0;8;8;8;15.8125;0;13.9;-0.3;0.79;Graduate
606;1;1;3;2;1;1;1;7;1;7;7;1;0;0;0;0;0;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
607;1;8;1;8;1;1;1;13;3;4;3;1;0;1;1;0;1;19;0;0;5;7;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
608;1;1;6;12;1;1;1;23;14;8;8;1;0;0;1;0;1;19;0;0;8;8;7;12.355714285714283;0;0;8;8;7;12.355714285714283;0;10.8;1.4;1.74;Graduate
609;1;8;1;6;1;1;1;13;28;32;44;0;0;0;1;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
610;1;14;3;12;1;1;1;23;27;7;6;1;0;0;1;0;1;18;0;0;7;8;5;11.98;0;0;7;8;5;11.98;0;7.6;2.6;0.32;Enrolled
611;1;1;2;16;1;1;1;22;27;29;41;1;0;1;1;0;1;20;0;0;7;7;7;13.857142857142858;0;0;7;8;7;12.571428571428571;0;8.9;1.4;3.51;Graduate
612;2;1;1;3;0;1;1;1;27;5;8;1;0;0;1;0;0;24;0;0;6;9;5;13.0;0;0;6;6;6;14.166666666666666;0;9.4;-0.8;-3.12;Graduate
613;1;1;1;5;1;1;1;1;1;2;2;1;0;0;1;0;0;20;0;0;6;6;6;12.833333333333334;0;0;6;10;6;11.166666666666666;0;12.4;0.5;1.79;Graduate
614;1;8;3;9;1;1;1;1;14;6;8;0;0;0;1;0;0;20;0;0;5;11;4;11.0;0;0;5;7;5;13.2;0;12.4;0.5;1.79;Enrolled
615;1;1;1;12;1;1;1;13;27;10;10;1;0;0;1;0;1;19;0;0;8;8;7;12.357142857142858;0;0;8;8;7;12.357142857142858;0;12.7;3.7;-1.7;Graduate
616;1;1;6;12;1;1;1;1;27;10;10;1;0;0;1;0;1;18;0;0;8;8;7;13.857142857142858;0;0;8;8;7;13.857142857142858;0;12.7;3.7;-1.7;Graduate
617;1;8;2;10;1;3;1;22;27;8;9;1;0;0;1;0;1;20;0;0;6;6;6;12.333333333333334;0;0;6;6;6;10.666666666666666;0;9.4;-0.8;-3.12;Graduate
618;1;8;1;12;1;1;1;22;27;10;9;1;0;0;1;0;0;20;0;0;7;8;7;12.847142857142858;0;0;8;10;8;13.788888888888888;0;16.2;0.3;-0.92;Graduate
619;1;8;2;12;1;1;1;13;27;5;8;1;0;0;1;0;1;19;0;0;7;9;6;12.339999999999998;0;0;8;9;8;13.01875;0;11.1;0.6;2.02;Graduate
620;1;15;1;6;1;14;1;3;1;3;4;1;0;0;1;0;0;19;0;0;6;10;5;12.666666666666666;0;0;6;19;4;11.75;0;12.4;0.5;1.79;Enrolled
621;1;1;1;15;1;1;1;3;14;5;6;1;0;0;1;0;0;20;0;0;6;6;6;13.833333333333334;0;0;6;6;6;12.5;0;12.7;3.7;-1.7;Graduate
622;1;8;2;9;1;1;1;1;28;5;4;1;0;0;1;0;0;19;0;0;5;15;2;10.75;0;0;5;11;2;10.0;0;13.9;-0.3;0.79;Dropout
623;1;8;5;16;1;1;1;23;28;10;8;1;0;0;1;0;0;19;0;0;6;11;4;13.25;0;0;6;10;4;10.25;0;9.4;-0.8;-3.12;Dropout
624;1;8;1;12;1;1;1;23;27;8;6;1;0;0;1;0;1;18;0;0;8;8;8;13.73125;0;0;8;8;8;13.73125;0;9.4;-0.8;-3.12;Graduate
625;1;8;4;5;1;1;1;23;27;10;10;0;0;0;1;0;1;23;0;0;6;6;6;13.333333333333334;0;0;6;8;3;12.666666666666666;0;11.1;0.6;2.02;Dropout
626;1;1;1;16;1;1;1;13;14;10;9;1;0;0;1;0;0;21;0;0;6;8;5;12.0;0;0;6;9;5;10.8;0;12.7;3.7;-1.7;Dropout
627;1;15;1;3;0;14;1;22;28;7;7;1;0;0;1;0;0;23;0;5;9;10;9;10.88888888888889;0;3;8;10;6;11.333333333333334;0;11.1;0.6;2.02;Graduate
628;1;1;3;12;1;1;1;13;27;10;8;1;0;0;1;0;0;19;0;0;7;8;7;13.025;0;0;8;9;8;13.811111111111112;0;13.9;-0.3;0.79;Graduate
629;1;8;2;15;1;1;1;1;28;6;7;1;0;0;1;0;0;18;0;0;6;6;6;13.0;0;0;6;6;6;14.166666666666666;0;12.4;0.5;1.79;Graduate
630;1;1;1;15;1;1;1;13;27;10;10;1;1;0;1;0;0;19;0;0;6;10;5;11.8;0;0;6;10;5;12.0;0;10.8;1.4;1.74;Graduate
631;1;12;1;12;1;1;1;13;27;10;10;0;0;0;1;0;1;25;0;0;8;8;7;12.042857142857144;0;0;8;8;7;12.042857142857144;0;12.7;3.7;-1.7;Graduate
632;1;1;2;16;1;1;1;1;28;5;10;1;0;0;1;0;0;19;0;0;6;9;5;12.2;0;0;6;10;4;13.0;0;9.4;-0.8;-3.12;Enrolled
633;1;1;1;12;1;1;1;1;14;6;8;0;0;0;1;0;1;19;0;0;7;8;7;12.8375;0;0;8;8;8;15.5;0;13.9;-0.3;0.79;Graduate
634;1;12;1;13;1;1;1;23;28;29;44;0;0;1;1;0;1;24;0;0;7;13;7;11.0;0;0;8;13;7;11.7;0;12.7;3.7;-1.7;Graduate
635;1;1;1;14;1;1;1;22;27;10;8;1;0;0;1;0;1;18;0;0;6;7;6;13.5;0;0;6;9;5;14.0;0;8.9;1.4;3.51;Graduate
636;1;8;5;10;1;1;1;22;27;8;6;1;0;0;1;0;1;19;0;0;6;8;6;12.125;0;0;6;7;6;12.714285714285714;0;16.2;0.3;-0.92;Graduate
637;1;1;5;12;1;1;1;22;27;10;10;0;0;0;1;0;1;18;0;0;8;12;7;12.62857142857143;0;0;8;12;7;12.62857142857143;0;12.7;3.7;-1.7;Graduate
638;1;12;1;17;0;1;1;23;1;10;5;0;0;0;1;0;0;27;0;0;5;9;3;10.666666666666666;0;0;5;7;4;11.4;0;10.8;1.4;1.74;Enrolled
639;1;8;3;10;1;1;1;1;1;5;6;0;0;0;1;0;0;19;0;0;6;11;5;11.2;0;0;6;13;5;11.6;0;15.5;2.8;-4.06;Graduate
640;1;9;1;15;1;1;1;1;1;4;4;0;0;0;1;0;1;18;0;0;6;6;6;12.666666666666666;0;0;6;6;6;11.833333333333334;0;12.7;3.7;-1.7;Dropout
641;2;12;1;14;1;1;1;22;27;10;1;0;0;1;0;0;0;34;0;0;6;7;4;13.5;0;0;6;6;0;0.0;6;12.7;3.7;-1.7;Dropout
642;1;1;6;9;1;1;1;22;27;10;10;0;0;0;1;0;0;18;0;0;5;9;3;11.666666666666666;0;0;5;15;2;11.0;0;7.6;2.6;0.32;Enrolled
643;1;1;1;9;1;1;1;22;28;5;10;1;0;0;1;0;0;18;0;0;5;8;2;10.5;0;0;5;7;3;12.333333333333334;0;7.6;2.6;0.32;Enrolled
644;1;1;3;12;1;1;1;22;28;8;8;1;0;0;1;0;0;18;0;0;8;8;8;14.26875;0;0;8;8;8;14.26875;0;9.4;-0.8;-3.12;Enrolled
645;1;1;2;15;1;1;1;23;28;8;8;1;0;1;0;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout
646;1;1;1;9;1;1;1;13;27;10;10;1;0;0;1;0;1;19;0;0;5;8;2;10.5;0;0;5;11;3;13.333333333333334;0;7.6;2.6;0.32;Enrolled
647;1;1;1;10;1;1;1;22;1;4;6;0;0;0;1;0;0;21;0;0;6;11;5;11.2;0;0;6;15;1;10.0;0;7.6;2.6;0.32;Enrolled
648;2;12;1;17;0;3;1;13;14;10;8;0;0;0;1;0;0;26;0;0;5;5;5;12.0;0;0;5;6;5;14.833333333333334;0;10.8;1.4;1.74;Graduate
649;1;14;2;13;1;1;1;1;14;5;4;0;0;0;1;0;0;27;0;0;7;9;7;12.228571428571428;0;1;8;10;8;13.2125;0;10.8;1.4;1.74;Graduate
650;1;1;1;14;1;1;1;1;28;6;2;1;0;0;1;0;0;20;0;0;5;6;4;11.5;0;0;5;5;4;10.75;0;9.4;-0.8;-3.12;Graduate
651;1;8;1;10;1;1;1;13;1;6;1;1;0;0;1;0;0;18;0;0;6;8;6;15.375;0;0;6;7;6;16.428571428571427;0;16.2;0.3;-0.92;Graduate
652;1;17;1;6;1;16;1;1;1;6;6;1;0;0;0;0;0;23;0;7;12;19;9;13.666666666666666;0;4;9;15;6;13.5;0;8.9;1.4;3.51;Enrolled
653;1;12;1;12;1;12;1;1;5;5;4;0;0;0;1;0;0;24;0;0;8;11;7;12.614285714285714;0;0;8;11;7;12.614285714285714;0;12.7;3.7;-1.7;Graduate
654;1;15;1;10;1;14;1;23;28;7;10;1;0;0;1;0;1;19;0;3;6;7;5;12.2;0;2;6;6;6;11.5;0;13.9;-0.3;0.79;Graduate
